date	close
26/10/1998	2829.550
27/10/1998	2910.100
28/10/1998	2845.300
29/10/1998	2832.820
30/10/1998	2887.110
02/11/1998	2952.040
03/11/1998	2952.230
04/11/1998	3030.340
05/11/1998	2975.700
06/11/1998	2972.250
09/11/1998	2957.790
10/11/1998	2918.940
11/11/1998	2935.140
12/11/1998	2929.190
13/11/1998	2924.970
16/11/1998	3000.970
17/11/1998	2982.070
18/11/1998	2974.980
19/11/1998	3049.680
20/11/1998	3133.490
23/11/1998	3194.170
24/11/1998	3163.880
25/11/1998	3167.240
26/11/1998	3230.340
27/11/1998	3261.190
30/11/1998	3179.090
01/12/1998	3056.110
02/12/1998	3017.890
03/12/1998	3064.550
04/12/1998	3079.640
07/12/1998	3095.550
09/12/1998	3111.960
10/12/1998	3106.590
11/12/1998	3048.920
14/12/1998	3045.140
15/12/1998	3069.720
16/12/1998	3114.530
17/12/1998	3148.970
18/12/1998	3123.380
21/12/1998	3225.600
22/12/1998	3248.070
23/12/1998	3301.320
28/12/1998	3331.510
29/12/1998	3354.710
30/12/1998	3342.320
04/01/1999	3542.990
05/01/1999	3604.670
06/01/1999	3685.360
07/01/1999	3627.870
08/01/1999	3616.570
11/01/1999	3546.400
12/01/1999	3502.380
13/01/1999	3336.450
14/01/1999	3365.430
15/01/1999	3426.060
18/01/1999	3515.430
19/01/1999	3515.690
20/01/1999	3601.360
21/01/1999	3561.560
22/01/1999	3426.110
25/01/1999	3428.800
26/01/1999	3433.870
27/01/1999	3453.700
28/01/1999	3511.310
29/01/1999	3547.150
01/02/1999	3597.040
02/02/1999	3541.430
03/02/1999	3488.130
04/02/1999	3487.080
05/02/1999	3489.980
08/02/1999	3462.290
09/02/1999	3342.580
10/02/1999	3325.560
11/02/1999	3375.420
12/02/1999	3405.680
15/02/1999	3414.970
16/02/1999	3402.210
17/02/1999	3343.040
18/02/1999	3380.580
19/02/1999	3415.520
22/02/1999	3470.890
23/02/1999	3537.810
24/02/1999	3556.690
25/02/1999	3496.270
26/02/1999	3484.240
01/03/1999	3441.740
02/03/1999	3451.180
03/03/1999	3393.950
04/03/1999	3434.490
05/03/1999	3536.640
08/03/1999	3495.430
09/03/1999	3493.540
10/03/1999	3485.050
11/03/1999	3521.630
12/03/1999	3574.730
15/03/1999	3582.780
16/03/1999	3606.670
17/03/1999	3589.160
18/03/1999	3579.210
19/03/1999	3633.050
22/03/1999	3607.820
23/03/1999	3520.640
24/03/1999	3472.440
25/03/1999	3528.430
26/03/1999	3488.150
29/03/1999	3536.620
30/03/1999	3523.240
31/03/1999	3559.860
01/04/1999	3573.600
06/04/1999	3644.760
07/04/1999	3659.410
08/04/1999	3669.210
09/04/1999	3689.610
12/04/1999	3690.160
13/04/1999	3725.400
14/04/1999	3699.330
15/04/1999	3652.060
16/04/1999	3655.150
19/04/1999	3705.630
20/04/1999	3613.960
21/04/1999	3643.260
22/04/1999	3676.610
23/04/1999	3662.310
26/04/1999	3678.370
27/04/1999	3756.200
28/04/1999	3743.490
29/04/1999	3735.910
30/04/1999	3757.870
03/05/1999	3776.390
04/05/1999	3775.330
05/05/1999	3716.130
06/05/1999	3700.370
07/05/1999	3683.340
10/05/1999	3693.410
11/05/1999	3702.380
12/05/1999	3679.450
13/05/1999	3693.620
14/05/1999	3643.820
17/05/1999	3574.130
18/05/1999	3608.770
19/05/1999	3653.000
20/05/1999	3684.210
21/05/1999	3691.310
24/05/1999	3677.450
25/05/1999	3634.400
26/05/1999	3643.900
27/05/1999	3587.160
28/05/1999	3602.450
31/05/1999	3629.460
01/06/1999	3610.590
02/06/1999	3615.540
03/06/1999	3650.890
04/06/1999	3671.420
07/06/1999	3717.940
08/06/1999	3721.670
09/06/1999	3739.070
10/06/1999	3706.760
11/06/1999	3749.670
14/06/1999	3735.770
15/06/1999	3742.880
16/06/1999	3780.600
17/06/1999	3806.550
18/06/1999	3822.890
21/06/1999	3867.890
22/06/1999	3857.060
23/06/1999	3828.790
24/06/1999	3779.390
25/06/1999	3739.810
28/06/1999	3766.490
29/06/1999	3787.490
30/06/1999	3788.660
01/07/1999	3865.540
02/07/1999	3888.110
05/07/1999	3971.840
06/07/1999	3968.990
07/07/1999	3950.490
08/07/1999	3951.000
09/07/1999	3962.420
12/07/1999	3962.350
13/07/1999	3905.520
14/07/1999	3922.490
15/07/1999	3960.670
16/07/1999	3952.200
19/07/1999	3946.400
20/07/1999	3856.650
21/07/1999	3798.690
22/07/1999	3762.340
23/07/1999	3723.550
26/07/1999	3676.910
27/07/1999	3687.580
28/07/1999	3684.640
29/07/1999	3580.190
30/07/1999	3638.620
02/08/1999	3633.440
03/08/1999	3614.050
04/08/1999	3590.690
05/08/1999	3512.710
06/08/1999	3525.470
09/08/1999	3585.580
10/08/1999	3535.100
11/08/1999	3551.390
12/08/1999	3640.440
13/08/1999	3710.570
16/08/1999	3724.680
17/08/1999	3747.890
18/08/1999	3738.830
19/08/1999	3679.480
20/08/1999	3715.390
23/08/1999	3752.590
24/08/1999	3781.300
25/08/1999	3843.650
26/08/1999	3852.530
27/08/1999	3853.480
30/08/1999	3837.700
31/08/1999	3769.140
01/09/1999	3795.620
02/09/1999	3718.370
03/09/1999	3809.110
06/09/1999	3842.590
07/09/1999	3834.340
08/09/1999	3827.070
09/09/1999	3858.150
10/09/1999	3887.090
13/09/1999	3858.010
14/09/1999	3825.860
15/09/1999	3816.530
16/09/1999	3775.240
17/09/1999	3748.750
20/09/1999	3782.020
21/09/1999	3731.960
22/09/1999	3713.410
23/09/1999	3750.490
24/09/1999	3688.790
27/09/1999	3727.930
28/09/1999	3673.400
29/09/1999	3666.990
30/09/1999	3669.710
01/10/1999	3642.340
04/10/1999	3695.090
05/10/1999	3731.230
06/10/1999	3752.790
07/10/1999	3785.240
08/10/1999	3784.320
11/10/1999	3789.890
12/10/1999	3756.440
13/10/1999	3724.400
14/10/1999	3695.770
15/10/1999	3638.820
18/10/1999	3607.720
19/10/1999	3691.340
20/10/1999	3699.150
21/10/1999	3691.660
22/10/1999	3778.610
25/10/1999	3757.700
26/10/1999	3796.720
27/10/1999	3786.070
28/10/1999	3866.750
29/10/1999	3922.910
01/11/1999	3913.890
02/11/1999	3923.140
03/11/1999	3955.950
04/11/1999	3994.540
05/11/1999	4014.080
08/11/1999	4024.550
09/11/1999	4039.470
10/11/1999	4076.960
11/11/1999	4140.580
12/11/1999	4133.930
15/11/1999	4199.860
16/11/1999	4220.850
17/11/1999	4221.360
18/11/1999	4288.140
19/11/1999	4292.400
22/11/1999	4212.800
23/11/1999	4225.900
24/11/1999	4238.340
25/11/1999	4343.220
26/11/1999	4380.770
29/11/1999	4364.320
30/11/1999	4314.380
01/12/1999	4340.700
02/12/1999	4336.420
03/12/1999	4449.470
06/12/1999	4458.760
07/12/1999	4509.370
08/12/1999	4491.350
09/12/1999	4498.750
10/12/1999	4458.040
13/12/1999	4474.200
14/12/1999	4510.990
15/12/1999	4482.190
16/12/1999	4517.680
17/12/1999	4538.230
20/12/1999	4583.020
21/12/1999	4566.870
22/12/1999	4632.560
23/12/1999	4752.960
24/12/1999	4781.160
27/12/1999	4785.170
28/12/1999	4788.700
29/12/1999	4807.010
30/12/1999	4904.460
03/01/2000	4849.220
04/01/2000	4657.830
05/01/2000	4541.750
06/01/2000	4500.690
07/01/2000	4648.270
10/01/2000	4714.030
11/01/2000	4671.500
12/01/2000	4649.300
13/01/2000	4688.350
14/01/2000	4829.360
17/01/2000	4884.500
18/01/2000	4761.000
19/01/2000	4768.370
20/01/2000	4778.710
21/01/2000	4719.290
24/01/2000	4718.760
25/01/2000	4653.610
26/01/2000	4721.030
27/01/2000	4786.820
28/01/2000	4781.940
31/01/2000	4684.480
01/02/2000	4792.040
02/02/2000	4902.120
03/02/2000	5046.120
04/02/2000	5119.790
07/02/2000	5041.080
08/02/2000	5176.170
10/02/2000	5174.350
11/02/2000	5195.670
14/02/2000	5166.080
15/02/2000	5043.330
16/02/2000	5063.730
17/02/2000	5114.470
18/02/2000	5079.590
21/02/2000	5033.330
22/02/2000	5024.050
23/02/2000	5086.000
24/02/2000	5117.410
25/02/2000	5208.870
28/02/2000	5126.330
29/02/2000	5182.620
01/03/2000	5235.140
02/03/2000	5406.370
03/03/2000	5450.220
06/03/2000	5464.430
07/03/2000	5426.360
08/03/2000	5364.520
09/03/2000	5352.880
10/03/2000	5416.810
13/03/2000	5254.410
14/03/2000	5258.320
15/03/2000	5083.150
16/03/2000	5175.230
17/03/2000	5231.350
20/03/2000	5286.710
21/03/2000	5266.230
22/03/2000	5268.350
23/03/2000	5259.150
24/03/2000	5379.750
27/03/2000	5369.110
31/03/2000	5249.550
03/04/2000	5118.370
04/04/2000	5176.710
05/04/2000	5044.170
06/04/2000	5179.960
07/04/2000	5259.520
10/04/2000	5282.260
11/04/2000	5174.380
12/04/2000	5179.280
13/04/2000	5181.330
14/04/2000	5034.250
17/04/2000	4979.660
18/04/2000	5061.900
19/04/2000	5078.690
20/04/2000	5117.780
25/04/2000	5158.130
26/04/2000	5245.110
27/04/2000	5171.960
28/04/2000	5303.950
02/05/2000	5434.810
03/05/2000	5316.940
04/05/2000	5306.320
05/05/2000	5351.710
08/05/2000	5285.090
09/05/2000	5182.730
10/05/2000	5065.850
11/05/2000	5171.770
12/05/2000	5238.420
15/05/2000	5182.680
16/05/2000	5335.020
17/05/2000	5230.740
18/05/2000	5247.130
19/05/2000	5063.460
22/05/2000	4945.170
23/05/2000	4984.700
24/05/2000	4903.920
25/05/2000	5018.790
26/05/2000	5007.970
29/05/2000	5084.690
30/05/2000	5156.070
31/05/2000	5200.890
01/06/2000	5275.200
02/06/2000	5428.270
05/06/2000	5379.600
06/06/2000	5325.870
07/06/2000	5266.490
08/06/2000	5286.740
09/06/2000	5292.970
12/06/2000	5294.650
13/06/2000	5305.340
14/06/2000	5379.570
15/06/2000	5338.490
16/06/2000	5281.570
19/06/2000	5271.820
20/06/2000	5312.130
21/06/2000	5253.300
22/06/2000	5231.930
23/06/2000	5240.580
26/06/2000	5235.390
27/06/2000	5209.530
28/06/2000	5229.170
29/06/2000	5061.630
30/06/2000	5145.350
03/07/2000	5187.010
04/07/2000	5185.870
05/07/2000	5148.190
06/07/2000	5152.380
07/07/2000	5251.650
10/07/2000	5263.970
11/07/2000	5231.330
12/07/2000	5249.150
13/07/2000	5299.540
14/07/2000	5320.060
17/07/2000	5357.190
18/07/2000	5314.950
19/07/2000	5294.760
20/07/2000	5316.510
21/07/2000	5238.020
24/07/2000	5237.950
25/07/2000	5212.830
26/07/2000	5222.830
27/07/2000	5097.410
28/07/2000	5061.830
31/07/2000	5122.800
01/08/2000	5104.230
02/08/2000	5091.860
03/08/2000	4995.820
04/08/2000	5049.450
07/08/2000	5088.410
08/08/2000	5105.520
09/08/2000	5158.120
10/08/2000	5182.060
11/08/2000	5179.680
14/08/2000	5218.590
15/08/2000	5203.140
16/08/2000	5223.700
17/08/2000	5192.060
18/08/2000	5180.700
21/08/2000	5165.440
22/08/2000	5161.420
23/08/2000	5160.140
24/08/2000	5123.990
25/08/2000	5175.650
28/08/2000	5204.180
29/08/2000	5188.930
30/08/2000	5166.910
31/08/2000	5175.120
01/09/2000	5298.640
04/09/2000	5392.630
05/09/2000	5326.690
06/09/2000	5299.240
07/09/2000	5329.060
08/09/2000	5229.040
11/09/2000	5233.870
12/09/2000	5222.370
13/09/2000	5153.200
14/09/2000	5204.620
15/09/2000	5199.140
18/09/2000	5129.430
19/09/2000	5117.150
20/09/2000	5051.400
21/09/2000	4941.060
22/09/2000	4945.370
25/09/2000	4984.290
26/09/2000	4934.890
27/09/2000	4949.870
28/09/2000	4934.080
29/09/2000	4915.180
02/10/2000	4961.880
03/10/2000	5003.460
04/10/2000	4959.410
05/10/2000	4997.250
06/10/2000	4958.370
09/10/2000	4844.440
10/10/2000	4867.330
11/10/2000	4743.470
12/10/2000	4747.870
13/10/2000	4782.740
16/10/2000	4793.140
17/10/2000	4760.920
18/10/2000	4658.850
19/10/2000	4836.860
20/10/2000	4889.510
23/10/2000	4906.670
24/10/2000	5031.030
25/10/2000	4977.070
26/10/2000	4926.360
27/10/2000	4965.920
30/10/2000	4981.380
31/10/2000	5057.460
01/11/2000	5085.470
02/11/2000	5092.630
03/11/2000	5101.400
06/11/2000	5091.250
07/11/2000	5076.800
08/11/2000	5055.050
09/11/2000	5017.690
10/11/2000	4934.470
13/11/2000	4847.460
14/11/2000	5011.120
15/11/2000	5053.480
16/11/2000	5010.650
17/11/2000	4961.540
20/11/2000	4849.330
21/11/2000	4893.950
22/11/2000	4783.230
23/11/2000	4837.480
24/11/2000	4940.220
27/11/2000	4945.340
28/11/2000	4893.460
29/11/2000	4907.610
30/11/2000	4790.080
01/12/2000	4839.270
04/12/2000	4734.720
05/12/2000	4911.930
06/12/2000	4869.480
07/12/2000	4900.600
08/12/2000	4889.720
11/12/2000	4970.660
12/12/2000	4947.720
13/12/2000	4890.160
14/12/2000	4810.940
15/12/2000	4718.000
18/12/2000	4744.260
19/12/2000	4814.640
20/12/2000	4641.150
21/12/2000	4614.240
22/12/2000	4655.870
27/12/2000	4721.490
28/12/2000	4770.900
29/12/2000	4772.390
02/01/2001	4701.680
03/01/2001	4660.480
04/01/2001	4752.710
05/01/2001	4734.480
08/01/2001	4711.310
09/01/2001	4641.790
10/01/2001	4598.820
11/01/2001	4686.880
12/01/2001	4737.950
15/01/2001	4763.530
16/01/2001	4693.820
17/01/2001	4787.450
18/01/2001	4754.970
19/01/2001	4720.030
22/01/2001	4743.390
23/01/2001	4743.930
24/01/2001	4773.260
25/01/2001	4779.350
26/01/2001	4760.200
29/01/2001	4757.090
30/01/2001	4726.650
31/01/2001	4779.900
01/02/2001	4709.190
02/02/2001	4665.190
05/02/2001	4668.570
06/02/2001	4706.830
07/02/2001	4634.420
08/02/2001	4653.170
09/02/2001	4583.760
12/02/2001	4628.170
13/02/2001	4629.670
14/02/2001	4556.490
15/02/2001	4607.640
16/02/2001	4519.950
19/02/2001	4516.310
20/02/2001	4481.040
21/02/2001	4412.760
22/02/2001	4345.100
23/02/2001	4236.820
26/02/2001	4310.140
27/02/2001	4333.320
28/02/2001	4318.880
01/03/2001	4282.900
02/03/2001	4300.350
05/03/2001	4347.400
06/03/2001	4412.110
07/03/2001	4413.620
08/03/2001	4370.560
09/03/2001	4334.230
12/03/2001	4218.140
13/03/2001	4184.150
14/03/2001	4124.410
15/03/2001	4200.080
16/03/2001	4106.790
19/03/2001	4085.530
20/03/2001	4158.420
21/03/2001	4067.260
22/03/2001	3891.490
23/03/2001	4002.560
26/03/2001	4143.850
27/03/2001	4229.810
28/03/2001	4157.550
29/03/2001	4165.750
30/03/2001	4185.000
02/04/2001	4190.800
03/04/2001	4039.160
04/04/2001	4062.120
05/04/2001	4158.190
06/04/2001	4145.850
09/04/2001	4204.130
10/04/2001	4305.960
11/04/2001	4329.230
12/04/2001	4338.120
16/04/2001	4338.120
17/04/2001	4293.510
18/04/2001	4441.580
19/04/2001	4420.550
20/04/2001	4383.590
23/04/2001	4331.540
24/04/2001	4372.410
25/04/2001	4363.110
26/04/2001	4405.390
27/04/2001	4473.950
30/04/2001	4525.010
01/05/2001	4525.010
02/05/2001	4492.330
03/05/2001	4401.570
04/05/2001	4416.790
07/05/2001	4440.650
08/05/2001	4441.860
09/05/2001	4415.990
10/05/2001	4519.040
11/05/2001	4479.900
14/05/2001	4426.780
15/05/2001	4453.950
16/05/2001	4449.610
17/05/2001	4504.260
18/05/2001	4546.410
21/05/2001	4558.760
22/05/2001	4582.070
23/05/2001	4535.970
24/05/2001	4561.380
25/05/2001	4498.110
28/05/2001	4512.600
29/05/2001	4477.950
30/05/2001	4413.370
31/05/2001	4426.240
01/06/2001	4414.840
04/06/2001	4432.650
05/06/2001	4493.930
06/06/2001	4468.950
07/06/2001	4450.410
08/06/2001	4450.970
11/06/2001	4424.920
12/06/2001	4289.070
13/06/2001	4336.000
14/06/2001	4282.100
15/06/2001	4236.900
18/06/2001	4168.950
19/06/2001	4195.430
20/06/2001	4175.880
21/06/2001	4174.060
22/06/2001	4194.960
25/06/2001	4211.770
26/06/2001	4143.750
27/06/2001	4124.240
28/06/2001	4169.490
29/06/2001	4243.910
02/07/2001	4304.440
03/07/2001	4243.800
04/07/2001	4214.620
05/07/2001	4185.470
06/07/2001	4076.470
09/07/2001	4077.860
10/07/2001	4032.970
11/07/2001	3974.640
12/07/2001	4010.850
13/07/2001	4044.420
16/07/2001	4011.590
17/07/2001	3996.050
18/07/2001	3911.300
19/07/2001	3991.080
20/07/2001	3947.490
23/07/2001	3977.180
24/07/2001	3930.110
25/07/2001	3860.700
26/07/2001	3915.620
27/07/2001	3986.480
30/07/2001	4047.660
31/07/2001	4091.380
01/08/2001	4092.220
02/08/2001	4066.430
03/08/2001	4024.900
06/08/2001	4044.290
07/08/2001	4042.710
08/08/2001	3972.980
09/08/2001	3885.050
10/08/2001	3828.680
13/08/2001	3874.670
14/08/2001	3924.670
15/08/2001	3894.770
16/08/2001	3849.170
17/08/2001	3759.690
20/08/2001	3765.610
21/08/2001	3790.340
22/08/2001	3793.550
23/08/2001	3816.990
24/08/2001	3890.550
27/08/2001	3892.150
28/08/2001	3823.330
29/08/2001	3832.600
30/08/2001	3737.120
31/08/2001	3745.210
03/09/2001	3691.770
04/09/2001	3736.820
05/09/2001	3637.170
06/09/2001	3550.260
07/09/2001	3456.520
10/09/2001	3440.650
11/09/2001	3220.270
12/09/2001	3260.900
13/09/2001	3293.820
14/09/2001	3091.210
17/09/2001	3204.960
18/09/2001	3189.940
19/09/2001	3105.130
20/09/2001	2967.940
21/09/2001	2877.680
24/09/2001	3068.050
25/09/2001	3095.750
26/09/2001	3155.680
27/09/2001	3198.780
28/09/2001	3296.660
01/10/2001	3208.310
02/10/2001	3265.240
03/10/2001	3264.590
04/10/2001	3394.690
05/10/2001	3348.020
08/10/2001	3353.410
09/10/2001	3357.120
10/10/2001	3468.320
11/10/2001	3510.550
12/10/2001	3498.660
15/10/2001	3393.620
16/10/2001	3455.270
17/10/2001	3531.760
18/10/2001	3457.900
19/10/2001	3406.940
22/10/2001	3480.270
23/10/2001	3580.500
24/10/2001	3609.650
25/10/2001	3523.430
26/10/2001	3611.880
29/10/2001	3527.550
31/10/2001	3478.630
01/11/2001	3508.960
02/11/2001	3503.260
05/11/2001	3606.500
06/11/2001	3589.690
07/11/2001	3633.050
08/11/2001	3719.470
09/11/2001	3665.780
12/11/2001	3567.550
13/11/2001	3717.980
14/11/2001	3708.360
15/11/2001	3703.850
16/11/2001	3743.440
20/11/2001	3747.270
21/11/2001	3730.040
22/11/2001	3770.290
23/11/2001	3772.190
26/11/2001	3753.540
28/11/2001	3631.760
29/11/2001	3629.370
30/11/2001	3658.270
03/12/2001	3645.600
04/12/2001	3690.250
05/12/2001	3821.800
06/12/2001	3828.760
07/12/2001	3792.850
10/12/2001	3720.200
11/12/2001	3744.560
12/12/2001	3692.390
13/12/2001	3607.260
14/12/2001	3568.730
17/12/2001	3692.850
18/12/2001	3680.550
19/12/2001	3651.510
20/12/2001	3617.470
21/12/2001	3696.440
24/12/2001	3696.980
26/12/2001	3696.980
27/12/2001	3778.390
28/12/2001	3806.130
31/12/2001	3806.130
02/01/2002	3755.560
03/01/2002	3833.090
04/01/2002	3820.420
07/01/2002	3754.420
08/01/2002	3724.040
09/01/2002	3722.980
10/01/2002	3666.360
11/01/2002	3696.660
14/01/2002	3588.510
15/01/2002	3637.200
16/01/2002	3576.600
17/01/2002	3649.430
18/01/2002	3639.270
21/01/2002	3601.970
22/01/2002	3614.620
23/01/2002	3648.810
24/01/2002	3710.140
25/01/2002	3701.300
28/01/2002	3739.850
29/01/2002	3684.650
30/01/2002	3630.730
31/01/2002	3670.260
01/02/2002	3682.690
04/02/2002	3619.230
05/02/2002	3535.700
06/02/2002	3485.380
07/02/2002	3519.930
08/02/2002	3507.460
11/02/2002	3556.090
12/02/2002	3543.270
13/02/2002	3571.560
14/02/2002	3616.140
15/02/2002	3555.150
18/02/2002	3537.520
20/02/2002	3433.080
21/02/2002	3480.580
22/02/2002	3430.180
25/02/2002	3493.320
26/02/2002	3519.800
27/02/2002	3591.230
28/02/2002	3624.740
01/03/2002	3645.330
04/03/2002	3748.550
05/03/2002	3732.080
06/03/2002	3732.080
07/03/2002	3748.670
08/03/2002	3789.880
11/03/2002	3766.900
12/03/2002	3723.950
13/03/2002	3702.890
14/03/2002	3711.440
15/03/2002	3755.750
18/03/2002	3778.720
19/03/2002	3796.260
20/03/2002	3747.270
21/03/2002	3722.680
22/03/2002	3744.370
25/03/2002	3711.760
26/03/2002	3732.750
27/03/2002	3734.980
28/03/2002	3784.050
02/04/2002	3743.960
03/04/2002	3748.440
04/04/2002	3702.070
08/04/2002	3604.730
09/04/2002	3623.000
10/04/2002	3660.500
11/04/2002	3596.040
12/04/2002	3611.790
15/04/2002	3650.230
16/04/2002	3742.880
17/04/2002	3746.690
18/04/2002	3704.860
19/04/2002	3709.010
22/04/2002	3665.270
23/04/2002	3657.800
24/04/2002	3625.670
25/04/2002	3574.380
26/04/2002	3561.080
29/04/2002	3538.740
30/04/2002	3574.230
02/05/2002	3543.120
03/05/2002	3496.440
06/05/2002	3479.290
07/05/2002	3453.290
08/05/2002	3540.640
09/05/2002	3525.590
10/05/2002	3465.120
13/05/2002	3511.010
14/05/2002	3575.620
15/05/2002	3595.730
16/05/2002	3579.030
17/05/2002	3554.770
20/05/2002	3518.980
21/05/2002	3512.880
22/05/2002	3459.020
23/05/2002	3467.670
24/05/2002	3477.060
27/05/2002	3500.940
28/05/2002	3472.400
29/05/2002	3462.380
30/05/2002	3388.440
31/05/2002	3425.790
03/06/2002	3382.540
04/06/2002	3260.010
05/06/2002	3267.770
06/06/2002	3277.530
07/06/2002	3210.500
10/06/2002	3205.360
11/06/2002	3265.270
12/06/2002	3176.950
13/06/2002	3142.210
14/06/2002	3054.500
17/06/2002	3193.000
18/06/2002	3188.260
19/06/2002	3122.350
20/06/2002	3057.430
21/06/2002	3036.290
24/06/2002	2928.720
25/06/2002	3008.290
26/06/2002	2949.070
27/06/2002	3002.740
28/06/2002	3133.390
01/07/2002	3131.390
02/07/2002	2999.170
03/07/2002	2928.940
04/07/2002	3013.800
05/07/2002	3165.470
08/07/2002	3155.880
09/07/2002	3113.690
10/07/2002	2983.470
11/07/2002	2883.920
12/07/2002	2886.300
15/07/2002	2709.220
16/07/2002	2713.730
17/07/2002	2819.630
18/07/2002	2850.140
19/07/2002	2695.460
22/07/2002	2544.950
23/07/2002	2458.560
24/07/2002	2438.310
25/07/2002	2515.200
26/07/2002	2536.930
29/07/2002	2723.010
30/07/2002	2691.910
31/07/2002	2685.790
01/08/2002	2557.860
02/08/2002	2547.120
05/08/2002	2447.320
06/08/2002	2592.240
07/08/2002	2564.770
08/08/2002	2697.920
09/08/2002	2750.160
12/08/2002	2670.780
13/08/2002	2698.990
14/08/2002	2590.750
15/08/2002	2677.740
16/08/2002	2713.960
19/08/2002	2825.390
20/08/2002	2771.400
21/08/2002	2802.950
22/08/2002	2872.020
23/08/2002	2821.040
26/08/2002	2771.190
27/08/2002	2863.600
28/08/2002	2729.930
29/08/2002	2667.170
30/08/2002	2709.290
02/09/2002	2639.180
03/09/2002	2509.460
04/09/2002	2534.010
05/09/2002	2511.530
06/09/2002	2618.180
09/09/2002	2564.810
10/09/2002	2639.830
11/09/2002	2723.140
12/09/2002	2590.180
13/09/2002	2530.800
16/09/2002	2516.310
17/09/2002	2493.420
18/09/2002	2382.700
19/09/2002	2328.290
20/09/2002	2308.030
23/09/2002	2217.480
24/09/2002	2187.220
25/09/2002	2238.110
26/09/2002	2373.030
27/09/2002	2343.220
30/09/2002	2204.390
01/10/2002	2266.550
02/10/2002	2361.730
03/10/2002	2305.180
04/10/2002	2224.740
07/10/2002	2207.620
08/10/2002	2170.540
09/10/2002	2150.270
10/10/2002	2234.620
11/10/2002	2351.810
14/10/2002	2318.510
15/10/2002	2485.130
16/10/2002	2444.850
17/10/2002	2536.450
18/10/2002	2527.380
21/10/2002	2549.840
22/10/2002	2507.500
23/10/2002	2399.770
